id,event_type,entry,subject_id,actor,corrects,phase_id,slice_id,occurred_at,custom_attributes,last_referenced
PE-244,note,"2026-08-11 — THE UAT REGRESSION IS GREEN: 61 passed, 1 skipped, 0 failed against the deployed topology (e403e18), from a starting point of 56/6. All four causes of DEF-045 are addressed. (1) IDENTITY: apiHelpers gains meMember(), which resolves the caller's OWN row via POST /members/me -> publicId instead of .find(m => m.role === X) — role is not a unique key once DEF-029 orphans accumulate. Applied at the shared helper plus the two copy-pasted secretarySession duplicates, so seven call sites are covered by one change; the four p11d/p11e/p12 sites that use `?? members[0]` genuinely want ANY member and were deliberately left alone. (2) PAGINATION: every kanban/backlog card lookup now filters to its own fixture first. (3) ABSOLUTE COUNT: p17b-meeting-vote asserted toHaveCount(2) while the dialog pre-selects every eligible voter and UAT has FOUR — the product was right and the test's number was wrong; replaced with 'the two eligible are in, the ineligible Secretary is out', which carries the AC's word 'only' without depending on how many members exist. (4) CRON: p17b-jobs now SKIPS when ACTION_REMINDERS_SWEEP_CRON is not the minutely e2e override, keyed on the exact condition it needs so it still runs and still gates AC-054/055 in CI. ⚠ THE RATCHET CLAIMED A VICTIM MID-RUN, which is the strongest evidence for it: core-loop PASSED at 12:37 and TIMED OUT at 16:00 with no code change, because a full run creates ~60 topics and pushed its OWN fixture past the 25-row page while running. I verified core-loop touches NONE of my changed helpers before concluding that — one grep, the same check that earlier disproved my fear of having broken dnd (stashing the changes reproduced the failure on original code). Then I SWEPT the suite for the pattern rather than fixing only the reported case; without that, each full run would simply surface the next unfiltered spec. TWO OF MY OWN CLAIMS WERE FALSIFIED ALONG THE WAY AND ARE CORRECTED IN THE RECORD: p17b-jobs did NOT share the identity cause (the fix landed and it still failed), and my first ac043 filter searched a string present in NEITHER fixture title. ALSO 2026-08-11 — ADR-0038 RAISED AS PROPOSED, with FR-156..159 and AC-088..093 (all Pending, AV-124..129). It covers DEC-038 and DEC-037 together because they share one client, one credential and one audit path. THE LOAD-BEARING ARCHITECTURAL CHOICE IS WHAT THE INVITE DOES NOT WRITE: Keycloak plus a lightweight invite record ONLY, leaving ProvisionCurrentUser (ADR-0004) to create the CommitteeMember on first login unchanged — because a two-store write whose second half fails leaves an orphan that DEF-029 makes PERMANENT. Guest expiry is stored ACMP-side and enforced per request, with the Keycloak user disabled at expiry as defence in depth; storing it only as a Keycloak attribute would put an outbound call in the path of every ordinary guest read. NOTHING MAY BE IMPLEMENTED UNTIL THE ADR IS APPROVED — it gives the application its first outbound WRITE to the identity provider. One item is flagged for empirical verification rather than assumption: the minimum realm-management role set, explicitly excluding realm-admin, must be proven on UAT before prod.",,,,PH-5,,2026-08-11T12:29:14Z,,
PE-245,note,"2026-08-11 — PRODUCTION DEPLOYED TO e403e18 AND VERIFIED. Prod had been pinned to 1c7f2ba, so the 26 real users were missing the D-A audit-log fix (the plan's highest-severity item), four UI fixes and the budget observer. Sequence completed end to end: Day 3 → UAT started → UAT deployed → full regression green → prod. EVIDENCE: drift guard PASSED UNAIDED after the re-pin (ACMP_ALLOW_TAG_DRIFT never used); all three one-shots exited 0; six services healthy; smoke 10/10 from outside including TLS 88d, HSTS, both APIs 401 = reachable AND protected, Keycloak admin console and master realm both DENIED 404 (AC-081). THE CHECK THAT ACTUALLY PROVES WHAT SHIPPED: the served bundle /assets/index-AkbyJFue.js carries Last-Modified 2026-08-10 22:52:15 GMT against the e403e18 web:-prod image pushed 2026-08-11 01:52:16 +03:00 — the same second. AND ITS HASH DIFFERS FROM UAT'S index-BUdjLmIO.js, which is the point rather than a discrepancy: ADR-0037 bakes VITE_OIDC_AUTHORITY at build time, so -uat and -prod are genuinely different artefacts from one commit. Identical hashes would have meant the UAT bundle shipped to production — a failure that appears only in the browser with nothing in the API logs. RISK WAS BOUNDED BEFORE THE DEPLOY, not asserted after: ZERO EF migrations between 1c7f2ba and e403e18 (git diff over '*Migrations*' = 0 files), so rollback is a re-pin plus re-bootstrap with no restore.sh and no data risk. The payload edit was done in BINARY with assertions on byte count and CR count (1517 in, 1517 out, CR=36 both) because MSYS sed silently rewrote all 36 line endings of the UAT payload earlier today. Decrypted prod env held only for the edit and deleted immediately; zero secret files remain. ALSO LANDED: PR #233 merged (main 8dee3b1) with CI FULLY GREEN INCLUDING e2e (7m28s) — that is the other half of DEF-045's proof, since the harness fixes had to hold on a FRESH stack as well as the accumulated UAT database. The two environments now exercise the same suite for the first time.",,,,PH-5,,2026-08-11T12:41:09Z,,2026-08-11T12:41:21Z
PE-246,note,"Production moved 1c7f2ba -> e403e18. Smoke 10/10, served bundle matches the -prod image to the second, zero migrations so rollback is a re-point.",,,,,,2026-08-11T12:41:21Z,"{""ref"": ""prod deploy e403e18 (2026-08-11)"", ""binds"": [""DEF-045"", ""PE-245"", ""PH-5""]}",
PE-247,note,"2026-08-11 — FOUR OPERATOR DECISIONS CLOSED, AND PH-5's LAST PARTIAL IS NOW MET. (1) AC-085 LEG 1 IS EVIDENCED BY THE MESSAGE BODY (AV-130): spend crossed the trigger, and the SQS observer returned the verbatim notification — 'the ACTUAL Cost associated with this budget is $2.57 ... Budget Name: acmp-monthly | Alert Type: ACTUAL | Alert Threshold: > $2.30 | Budgeted Amount: $100.00'. The body NAMES ITSELF, which is the whole point: on a topic shared with the account's unrelated $10 budget, a count can never discriminate, and the earlier count-based test passed falsely within 70 minutes of being written (AV-118). Cost Explorer independently read $3.145 month-to-date at the same moment, consistent with an ACTUAL alert fired at $2.57. The chain is proven end to end — budget → SNS → subscriber → observed content — rather than narrated. (2) AC-076 RE-EVIDENCED ON THE FULL SUITE (AV-131): 62 tests, 61 passed / 1 skipped / 0 failed against the deployed topology. The operator chose to record NOT ONLY the corrected number but WHY THE OLD VERDICT WAS THIN, so the pattern stays visible to a future auditor: AV-112 advanced a criterion worded 'the suite passes against the UAT URL' to Met on evidence whose own text says 'completing 7 tests in 53.7s' — about a NINTH of it. The verdict was not wrong about its seven tests; THE CLAIM WAS BROADER THAN THE MEASUREMENT, the same shape as the count-based budget test and the contrast gate that graded the light palette as dark for its entire life. (3) ADR-0038 APPROVED AS WRITTEN AND AS A SINGLE SLICE. A staged build — invite first, role assignment second — was offered and rejected in favour of one complete, once-reviewed surface. Implementation may begin against FR-156..159 and AC-088..093; the minimum realm-management role set is still to be PROVEN on UAT rather than assumed, and realm-admin is not the answer when a narrower grant is refused. (4) DEC-039: UAT IS NEVER RESET and the suite stays hardened. A hardened suite passes on any database; a reset only restarts the ratchet and restores the blind spot that hid six failures for months — and CI, which does reset every run, already has that hole. Keeping UAT accumulated is also the only way it resembles a long-lived production system, which is what it exists to test. Any NEW spec must therefore be page-aware and count-agnostic from the start. UAT (i-07ac28ac2fedab921) stopped; prod confirmed still running.",,,,PH-5,,2026-08-11T13:03:01Z,,
PE-248,note,"2026-08-11 — ADR-0038 BACKEND IMPLEMENTED (PR #234, branch feat/in-app-user-management). FR-156/157/158 have code; FR-159 (guest invite), the SPA and the compose/secret plumbing remain. 1738 tests pass, per-file coverage 99.67%, dotnet format clean. ⚠ THE DESIGN DECISION CHANGED BECAUSE I READ THE DOMAIN BEFORE WRITING, and that is recorded as SC-003 rather than diverged silently: ADR-0038 called for a separate 'lightweight invite record' and NOT a CommitteeMember row, to avoid an orphan DEF-029 makes permanent. But MembershipStatus.Invited already existed, described in its own comment as 'reserved for admin PRE-REGISTRATION AHEAD OF FIRST LOGIN', and SyncFromClaims already implemented the other half — 'a login on a pre-registered Invited record flips it to Active' — with an explicit flag so that transition is audited even when name, email and role are unchanged. Building the ADR's version would have duplicated a modelled concept and added a table and migration for nothing. The ADR's objection also evaporated on inspection: it worried about reconciling an UNKNOWN sub (why DEC-033 rejected pre-seeding 26 members), but an app-driven invite CREATES the Keycloak user and receives its id, so nothing needs reconciling; and the residual failure inverts to benign — a Keycloak user with no member row, which JIT provisioning creates on first login. THIRD CONFIRMATION OF THE SAME PATTERN TODAY: the frontend ALSO already renders the invited badge — STATUS_TONE.Invited = 'info' and both the EN 'Invited' and AR 'مدعو' keys exist — so DEF-038's visible half is closed by the BACKEND fix alone, with zero SPA changes. The roster filter was the whole defect: INVITED IS NOT 'INACTIVE', it means pre-registered and not yet seen, and hiding it is what showed 1 of 26. TWO THINGS CAUGHT WHILE BUILDING THAT WOULD HAVE SHIPPED HOLLOW: (1) AC-093 requires the audit row to say what changed FROM and TO, but before/after are drained from the EF capture buffer by (subjectType, subjectId) — so an operation writing only to Keycloak produces a row recording that a role changed while unable to describe it. The local role cache is therefore written BEFORE the audit call, using the same lowest-enum-wins rule the token path uses so the cached value matches what the next login would compute. (2) SetRealmRoles REPLACES rather than merges; merging would make role REMOVAL impossible through this path and quietly turn every assignment into grant-only. STILL DELIBERATELY UNMET, and left as an unchecked box on the PR rather than faked: ADR-0038 requires the minimum realm-management role set to be PROVEN on UAT against a real realm. A stub transport cannot answer that question, and realm-admin is not the answer if a narrower grant is refused.",,,,PH-5,,2026-08-11T13:40:33Z,,
PE-249,note,"ADR-0038 backend: IIdentityProvider + KeycloakAdminClient, InviteUser, AssignRoles with four guards, roster shows Invited. 1738 tests, coverage 99.67%, CI green.",,,,,,2026-08-11T13:46:20Z,"{""ref"": ""PR #234 (729da88)"", ""binds"": [""ADR-0038"", ""FR-156"", ""FR-157"", ""FR-158"", ""AC-088"", ""AC-089"", ""AC-090"", ""AC-091"", ""AC-093"", ""DEF-038"", ""SC-003""]}",
PE-250,note,"2026-08-11 — INVITE UI SHIPPED (PR #235, main 5edd633, CI green on all 10 checks). FR-156 now has a working user-facing path: the §(8) invite section on the user-detail view, built to ACMP Administration.dc.html rather than composed. ⚠ THE FINDING THAT MATTERS MOST IS GOVERNANCE, NOT UI, and it is recorded as SC-004: ADR-0038 SUPERSEDES A CLAUSE OF ADR-0015 AND NEITHER ROW SAID SO. An existing frontend test was named 'UserDetail (read-only, no invite per ADR-0015)' and asserted no invite text was present; my first instinct was that it had gone stale. IT HAD NOT — ADR-0015 §Q3 states 'User provisioning is manual via the self-hosted Keycloak admin console. ACMP does NOT integrate the Keycloak Admin API in v1.' ADR-0038 reverses exactly that and never cited it, so an Approved ADR was contradicted SILENTLY — the precise drift AGENTS.md's supersede-never-edit rule exists to prevent. IT WAS CAUGHT BY A TEST NAME, NOT BY ANY GATE: the citation lived in a describe-block string, and no mechanical check reads those. That is a REAL AND UNPATCHED BLIND SPOT — ADR references in test names and comments are load-bearing in this repo and G-TRACE only validates typed edges. The supersession is recorded NARROWLY: only the Q3 manual-provisioning clause is overtaken. Keycloak stays self-hosted with an ACMP-owned realm, there is still NO self-registration, and the stack still has ZERO external runtime services — the Admin API call is to ACMP's OWN bundled Keycloak. ADR-0015 is therefore NOT marked superseded as a whole, because it is not; doing so would discard a self-hosting decision that remains load-bearing. It is also coherent with ADR-0015's own reasoning, which accepts 'ACMP now OWNS IdP operations' as its trade-off — manual console provisioning was the v1 EXPRESSION of that ownership, and DEC-038 exercises the same ownership through the product instead, a change of mechanism rather than of principle. A UI decision worth keeping: the password reveal REPLACES the form rather than sitting beside it, because leaving the form live invites a second submission while a credential is on screen and the password would be lost behind the new result with no way to recover it — 'shown once' has to mean the UI cannot destroy it either. Evidence: 8 panel tests + 4 api tests, 44 administration tests, frontend coverage gate / tsc / oxlint clean, i18n parity OK on 1820 keys with EN and AR added together. STILL OPEN: role-assignment UI, FR-159 guest invite, deploy plumbing, and the unmet obligation to prove the minimum realm-management role set on UAT.",,,,PH-5,,2026-08-11T18:23:10Z,,
PE-251,note,"2026-08-11 — ROLE-ASSIGNMENT UI SHIPPED (PR #236, main 062f112, CI green on all 10 checks incl. e2e). FR-157 now has a working user-facing path and AC-089 is Met; AC-088 is Met at last; AC-090 STAYS PARTIAL ON PURPOSE. ⚠ THE MOST IMPORTANT FINDING IS DEF-046: THE INVITE MUTATION SHIPPED IN #235 HAS NEVER WORKED. members.ts sent its JSON body with no Content-Type header — the only JSON mutation of ~20 in the api layer missing it — and minimal-API body binding answers 415 Unsupported Media Type. I VERIFIED IT THROUGH THE REAL PIPELINE INSTEAD OF ASSERTING IT FROM THE PATTERN (the probe printed 'Expected OK {200}, but found UnsupportedMediaType {415}'), which is the habit this project has paid to learn. NOTHING COULD HAVE CAUGHT IT: every backend test uses PostAsJsonAsync, which sets the header ITSELF, and the panel test mocks the hook away — the defect lived exactly in the gap between two test layers each assuming the other covered the wire, and the api-layer test asserted the body but never the headers. That is a general blind spot, not a one-off: an assertion on a request's BODY says nothing about whether the request is well-formed enough to be read. The guard now lives in members.test.ts, where the omission was, not in a backend test that would pass regardless of what the SPA sends. AC-088 was therefore recorded Partial for the wrong reason — 'no SPA affordance exists' — when in truth the affordance existed and was broken. SECOND FINDING, DEF-047, FOUND BY LOOKING RATHER THAN READING: I rendered the real components in a browser and the invite panel was visibly broken — .adm-detail-card carries no padding of its own, so both labels sat flush against the card border with unstyled browser inputs inline beside them, and the submit control used .adm-back, the borderless back-LINK style, so the panel's one primary action rendered as plain text. A FULLY GREEN SUITE DESCRIBED A BROKEN-LOOKING SCREEN, because role/label queries resolve perfectly well against unstyled markup. Both panels now share a padded .adm-detail-form built from the design system's Field/Input/Button. DESIGN DECISIONS WORTH KEEPING. (1) NO-REFERENCE COMPOSITION, FLAGGED AS SUCH (INV-014): 'ACMP Administration.dc.html' §(8) has no role editor — it says the opposite, 'the role is assigned there and synced read-only', with a padlock — so there was nothing to match and the panel is composed from the design system rather than presented as fidelity. (2) ONE ROLE, NOT A SET: the API takes a collection, but ACMP caches exactly one CommitteeRole per member and AC-091 forbids reading Keycloak at request time, so the app CANNOT know a multi-role set; a multi-select would have prefilled a partial one and silently dropped the roles it could not see. The chosen role is sent as the whole set, which is what the server does with it, and the panel says on screen that the assignment REPLACES the person's committee roles. (3) THE CONFIRMATION IS A REAL GATE AND IS PROVEN BY WHAT DOES NOT REACH THE WIRE: the tests run the real hook against a stubbed fetch, and selecting Administrator or Chairman then pressing Save produces ZERO requests until the dialog is confirmed — a cosmetic dialog that submitted anyway fails. The condition mirrors the server's ('the set being SENT is privileged') rather than the intuitive one ('this person is gaining privilege'), because moving an existing Administrator to Chairman raises nobody's privilege and is still refused without the flag. (4) NOTHING IS PRE-HIDDEN: self-change and last-Administrator stay clickable and answer with the server's refusal. RULE B APPLIED AGAIN, AND IT PAID AGAIN: 'Roles are read-only', the detail's 'Role is read-only — managed in Keycloak' padlock, and CommitteeRole.cs's 'ACMP does not assign roles itself' were all TRUE until 2026-08-11. The tests holding them in place were RENAMED as well as re-asserted — a test named for the old rule is how SC-004's supersession went unnoticed — and the half that did not change (Keycloak as source of truth, no self-registration) was kept rather than dropped with it. Chasing one of those names found OQ-042, whose resolution still read 'no in-app account-creation form; honors ADR-0015': THE SAME SILENT-SUPERSESSION SHAPE AS SC-004, IN A DIFFERENT ROW. Now recorded on OQ-042 itself. RAISED, NOT FIXED: OQ-069 — FR-156/FR-157 both say 'Administrator OR SECRETARY' and the server honours it, but /admin is RequireRole ['administrator'], so a Secretary can reach neither control. Widening the route would expose templates, health, streams, jobs and notification settings to Secretary and contradict permission-matrix row 27 (SoD-5), so it is an operator decision, not a layout fix — and the same gap already shipped with the invite in #235 unrecorded. AC-090 STAYS PARTIAL against a DoD that asked me to flip it: its bar is behavioural ('the subsequent request no longer exercises the removed role'), and KeycloakAdmin:Enabled is false in dev, CI and the e2e stack, so IIdentityProvider is never registered and the endpoint cannot execute in ANY environment that exists today. That leg needs §5 deploy plumbing plus the unmet §6 realm-management proof; recording Met would assert a behaviour no test here can exercise. Evidence: 13 panel tests, 5 new api-layer tests, 1127 frontend tests, coverage gate green, i18n parity 1831 keys with EN and AR values written together, RTL verified in a browser including the confirmation dialog, dotnet format clean. STILL OPEN: FR-159 guest invite (AC-092), §5 deploy plumbing, §6 minimum realm-management role set on UAT.",,,,PH-5,,2026-08-11T19:56:42Z,,
PE-252,note,"Role-assignment UI on the user detail (FR-157/AC-089 Met). AC-088 Met after DEF-046 — the invite mutation shipped in #235 sent no Content-Type and answered 415, verified through the real pipeline. DEF-047: the invite panel rendered edge-to-edge, found by screenshot. AC-090 stays Partial: its behavioural leg cannot run while KeycloakAdmin:Enabled is false everywhere. OQ-069 raised (Secretary cannot reach /admin); OQ-042's resolution recorded as superseded by ADR-0038.",,,,,,2026-08-11T19:56:53Z,"{""ref"": ""PR #236 / main 062f112"", ""binds"": [""FR-157"", ""FR-156"", ""AC-089"", ""AC-088"", ""AC-090"", ""DEF-046"", ""DEF-047"", ""OQ-069"", ""OQ-042""]}",
PE-253,note,"2026-08-12 — OQ-070 RESOLVED ON UAT: THE MINIMUM REALM-MANAGEMENT GRANT IS EXACTLY ONE ROLE, `manage-users`. This discharges the half of the §6 obligation that was unchecked on PR #234 and had been carried as 'prove the minimum realm-management role set on UAT — a stub can't answer it'. THE OPERATOR CHOSE 'BOTH, UAT FIRST' (and 'full §5 including reconcile.sh') when asked, so the manual UAT proof was done first and the automated re-runnable version follows with DW-024. METHOD, because two runs are what make it a proof rather than an observation: a confidential client acmp-admin-svc was created on UAT with serviceAccountsEnabled=true, standardFlowEnabled=false, directAccessGrantsEnabled=false and ZERO realm-management grants; the probe was refused at the FIRST call (POST /users -> 403), establishing necessity. The grant was then set to exactly {manage-users} and all eight adapter calls succeeded (201/204/200/200/204/204/204/204). A one-element sufficient set whose empty subset is refused is MINIMAL BY CONSTRUCTION. ⚠ MY OWN CANDIDATE WAS WIDER THAN THE TRUTH, which is the finding worth keeping. OQ-070 as raised proposed 'manage-users, or manage-users + view-realm', reasoning that the role-mapper calls might need view-realm for canMapRole. THEY DO NOT. Shipping the candidate would have given the service account a realm-wide read over the entire realm configuration for no reason, and NO GATE WOULD HAVE NOTICED — because DEF-048 records that no gate reads the grant at all. Second time in two days that verifying instead of asserting changed the answer, and the first time it would have widened a privilege rather than merely wasted effort. THE PROBE IS A DELIVERABLE, NOT A THROWAWAY: scripts/probe-keycloak-grant.mjs exercises exactly the eight calls KeycloakAdminClient.cs makes — derived from the ADAPTER, not from the ADR prose, so the grant covers what the code does rather than what the design said it would — and it RECORDS each outcome instead of throwing, so a narrower grant names the call it refuses rather than aborting. It reuses one fixed probe user and never deletes it (DEF-029 makes deletion strand a member row forever; DEC-039 says UAT is never reset). It will become the body of the automated CI test. ALSO FOUND, AND REGISTERED BEFORE BUILDING ANYTHING: DW-024 — §5's own list is incomplete, it enumerates the wiring and omits the thing being wired to, because realm-export.json holds exactly ONE client (the public SPA client) and no service-account client exists in any environment. DEF-049 — and the obvious fix would not have worked: Keycloak imports the bundled realm export ONLY ON FIRST RUN, so a client declared there never appears on prod or UAT, whose realms already exist. That is the DEF-023 seam a third time (redirect URIs, the `basic` scope, now this), and reconcile.sh exists precisely for it; the client secret has the same first-import-only problem, so reconcile must set it from the mounted file and keycloak-config must be given a secret it does not currently receive. DEF-048 — check-realm-export.mjs asserts the realm name, the eight committee roles and acmp-web's mappers, and would not notice realm-admin; 'minimum scope, never realm-admin' has had zero mechanical enforcement since ADR-0038 was approved. OQ-071 — where the proof should live, now answered by the operator as both. HYGIENE: reading a client secret back through kcadm puts it in SSM command output, so the probe secret was rotated immediately and the old value VERIFIED DEAD (401 unauthorized_client) rather than assumed rotated. The real secret must flow from gen-secrets through reconcile.sh and must never be read back into a log. UAT was started for this and STOPPED again immediately afterwards (~25 minutes of runtime); the acmp-admin-svc client remains on UAT with the proven grant and a rotated secret, which is the client DW-024's plumbing will adopt rather than re-create. NEXT: DW-024 — realm export (fresh stacks) + reconcile.sh create-or-update with the secret (existing realms) + gen-secrets + both compose files + both .env examples + 09-put-env + the DEF-048 gate asserting exactly {manage-users} with realm-admin named as forbidden.",,,,PH-5,,2026-08-11T22:13:12Z,,
PE-254,note,"2026-08-12 — ADR-0038 DEPLOY PLUMBING SHIPPED (PR #237, main 122f41d, CI green on all 10 checks incl. e2e). DW-024 Done. The invite and role features had been merged and UNREACHABLE — KeycloakAdmin:Enabled is false everywhere, so IIdentityProvider is never registered and both endpoints fail at composition in dev, CI and the e2e stack alike. THE DESIGN CHANGED BECAUSE I READ THE FILE I WAS ABOUT TO EDIT, WHICH IS THE SECOND TIME IN THIS FEATURE (SC-003 was the first). The obvious implementation — declare the service-account client in realm-export.json — WOULD NEVER HAVE WORKED ON PROD OR UAT, and reconcile.sh says so in its own header: Keycloak imports the bundled export ONLY on first run and never re-imports an existing realm. Prod and UAT both have realms with real data, so the client would have appeared on fresh stacks and silently not on the two deployments that matter, with every health check green. That is the DEF-023 seam a THIRD time (redirect URIs, the `basic` scope carrying `sub`, now this), and it is recorded as DEF-049. The client SECRET is what settles the argument rather than merely reinforcing it: a secret can only be made to match gen-secrets' file by being SET from that file, so the client cannot be fully expressed in a static export at all. reconcile.sh is therefore the single seam — and it reaches every topology, which I checked rather than assumed: prod is base+overlay, so the sidecar defined in the base compose runs there too. THE GRANT IS ONE ROLE AND IT FINALLY HAS A GATE. check-realm-export.mjs now asserts the EXACT set from deploy/keycloak/admin-client.env — not a superset, because a superset check is what lets a grant grow one role at a time — with realm-admin named as forbidden, and BOTH failure branches were proven BY FORCING THEM rather than by reading the code: adding view-realm produces 'grants view-realm beyond the proven minimum', and granting realm-admin adds 'ADR-0038 forbids it outright'. The reconciler REVOKES anything outside the set rather than only adding, so the likely fix for a 403 — widening — cannot survive a deploy. One source of truth, read by both the gate and the reconciler, because a check that read a different file would pass while the deployment drifted. ⚠ AND THAT FILE WAS SILENTLY GITIGNORED: `*.env` matches admin-client.env, so the one file both the gate and the reconciler depend on was excluded from the first commit, and THE GATE STILL PASSED LOCALLY because the file existed on my disk. Caught by reading `git status` output rather than trusting a green check. ENABLING IS NOW ONE VARIABLE, which retires the boot-stopping hazard DW-024 was raised warning about: the secret is ALWAYS written (deliberately unlike the Webex block) because a compose secrets: entry whose file is missing fails the WHOLE stack, and because ValidateOnStart means a flag arriving before its secret STOPS api and worker rather than degrading. 09-put-env.sh refuses that exact combination at the last point before it reaches a machine, and gen-secrets GENERATES a value when unset rather than failing hard, so an operator .env predating this variable still boots — with no literal fallback, because a default credential in a script is a credential. VERIFIED BEFORE MERGING INTO A LIVE DEPLOYMENT, not after: 08-bootstrap-box.sh runs gen-secrets at line 164, BEFORE docker compose up at line 207, so the newly-declared compose secret always has its file on a real deploy. ALSO REGISTERED WHILE WORKING, AND DELIBERATELY NOT FIXED: DEF-050 — the Webex secrets are delivered as plain compose `environment:` variables while the five files gen-secrets writes for them are MOUNTED BY NOTHING, which is the exact channel ADR-0032 exists to avoid; found by reading it AS THE PRECEDENT for this slice, i.e. caught before copying it. DEF-051 — nothing depends on keycloak-config in any compose file, so a failed reconcile leaves the stack FULLY HEALTHY with the work undone: DEF-023's failure mode sitting inside DEF-023's own fix, now also covering the basic scope and this client. ⚠ THE HONEST LIMIT OF TODAY'S EVIDENCE: CI's e2e boots the full stack with a real Keycloak and passed, and that is NOT evidence the client was created, precisely because DEF-051 makes a reconcile failure silent. I nearly wrote the stronger claim into the PR body. NEXT: DEF-051 (assert the reconcile post-conditions in smoke.sh — the zero-availability-risk half), then a deploy with KEYCLOAK_ADMIN_ENABLED=true to evidence AC-090 behaviourally, then FR-159.",,,,PH-5,,2026-08-11T22:37:08Z,,
PE-255,note,"ADR-0038 deploy plumbing. Client + minimum grant reconciled in reconcile.sh (DEF-049 — a realm-export declaration never reaches an existing realm); grant gate closes DEF-048 with both branches forced; DEF-050 and DEF-051 registered, not fixed.",,,,,,2026-08-11T22:37:19Z,"{""ref"": ""PR #237 / main 122f41d"", ""binds"": [""DW-024"", ""OQ-070"", ""OQ-071"", ""DEF-048"", ""DEF-049"", ""DEF-050"", ""DEF-051"", ""FR-156"", ""FR-157""]}",
PE-256,note,"2026-08-12 — DEF-051 FIXED (PR #238, main 2a5ddde) AND, IN FIXING IT, THE FIRST PROOF THAT THE ADR-0038 CLIENT ACTUALLY EXISTS. CI's e2e now polls keycloak-config to exited:0 and prints its log unconditionally, and the exit code IS the convergence assertion rather than a proxy for it, because reconcile.sh reads its own post-conditions back — the acmp-web origin, and the service account's grant compared as an EXACT set — and returns non-zero when they did not take. The log now carries, on every run: ""creating client 'acmp-admin-svc'"", ""confidential, service-account-only, secret set from the mounted file"", ""granted: manage-users"", ""realm-management grant is exactly: manage-users"". THAT CLOSES THE CAVEAT DW-024 SHIPPED WITH — I recorded then that a green e2e was NOT evidence the client had been created, precisely because a failed reconcile was invisible; it is evidence now, and it also confirms in practice something I had only checked in a help page: kcadm's --uid flag works, which mattered because reconcile.sh ships --uid while the throwaway UAT script I actually executed used --uusername. THE SLICE IS MOSTLY A RECORD OF BEING WRONG TWICE, AND BOTH CORRECTIONS ARE WORTH MORE THAN THE FIX. (1) I raised DEF-051 saying 'nothing depends on keycloak-config in ANY compose file' and concluded nothing notices. The first clause is true and the conclusion was WRONG: 08-bootstrap-box.sh:271 already ran wait_oneshot over keycloak-config, failing the CLOUD deploy on a non-zero exit — a check written for exactly this silent-success family (DEF-017/018/020/024). I had grepped the compose files and not read the deploy script, which is the same pattern-match-instead-of-read failure this project has now paid for repeatedly; it is the first time it made a defect SMALLER rather than inventing one. Severity high -> medium, corrected the same day. (2) THE GUARD'S OWN FIRST RUN FAILED, AND FAILED IN THE WAY THE REPOSITORY HAD ALREADY WRITTEN DOWN: `state=running:0`. I read the container's exit code while it was still running — the bug PE-154 recorded in the local boot gate, spelled out in the comment on the very wait_oneshot helper I had just finished reading in order to write this. Fixed by polling to exited:* with a deadline. THE FAILURE WAS WORTH HAVING, because it answered the question DEF-051 had left explicitly unverified: `docker compose up --wait` RETURNED WHILE THE ONE-SHOT WAS STILL MID-FLIGHT. So --wait guarantees nothing about a one-shot, and deploy/scripts/up.sh — which ends in exactly that — CANNOT catch a failed reconcile on dev or on-prem prod. I had refused to assert that either way; it is now measured rather than assumed, and it means the ON-PREM topology is known-unguarded rather than suspected. STILL OPEN: up.sh / on-prem (a silent reconcile failure there reproduces DEF-023 exactly — nobody can log in, every health check green), and the heavier depends_on: service_completed_successfully option, which stays an operator availability decision because it turns a transient Keycloak hiccup into a refusal to start. NEXT: deploy with KEYCLOAK_ADMIN_ENABLED=true to evidence AC-090 behaviourally, then FR-159, plus the automated probe-based grant test still owed from OQ-071.",,,,PH-5,,2026-08-12T08:24:51Z,,
PE-257,note,"CI now asserts the realm reconciliation converged. First evidence the ADR-0038 client is created and its grant converges to exactly manage-users — closes the caveat DW-024 shipped with. Also measured: compose --wait does not wait for a one-shot, so up.sh (dev + on-prem) is known-unguarded.",,,,,,2026-08-12T08:25:02Z,"{""ref"": ""PR #238 / main 2a5ddde"", ""binds"": [""DEF-051"", ""DW-024"", ""OQ-070""]}",
