id,kind,title,statement,priority,mvp,lifecycle_status,disposition,disposition_reason_ref,source_kind,source_span,introduced_in,retired_in,custom_attributes,last_referenced
FR-128,functional,"Diagram version history shall display: spec diff between versions, render timestamp, artifact hash, and engine version.","Diagram version history shall display: spec diff between versions, render timestamp, artifact hash, and engine version.",S,0,Approved,,,brief,ADR-0006,1,,"{""v1"": {""ID"": ""FR-128"", ""Requirement"": ""Diagram version history shall display: spec diff between versions, render timestamp, artifact hash, and engine version."", ""Priority"": ""S"", ""Source"": ""ADR-0006"", ""Phase"": ""2""}}",
FR-129,functional,All outbound notifications shall be dispatched via the `INotificationChannel` abstraction. The **in-app notification center** is the sole concrete implementation in v1. The Webex adapter (Phase 2) and,All outbound notifications shall be dispatched via the `INotificationChannel` abstraction. The **in-app notification center** is the sole concrete implementation in v1. The Webex adapter (Phase 2) and an Email adapter (deferred until SMTP relay available) are planned future implementations. No notification code hard-codes a specific channel; no org notification platform is used (CON-001).,M,1,Implemented,,,brief,ADR-0005,1,,"{""v1"": {""ID"": ""FR-129"", ""Requirement"": ""All outbound notifications shall be dispatched via the `INotificationChannel` abstraction. The **in-app notification center** is the sole concrete implementation in v1. The Webex adapter (Phase 2) and an Email adapter (deferred until SMTP relay available) are planned future implementations. No notification code hard-codes a specific channel; no org notification platform is used (CON-001)."", ""Priority"": ""M"", ""Source"": ""ADR-0005"", ""Phase"": ""1""}}",
FR-130,functional,"The system shall send an **in-app notification** for each event in the notification catalog: topic status change, agenda published, vote opened, vote closed, MoM published, action reminder, action ove","The system shall send an **in-app notification** for each event in the notification catalog: topic status change, agenda published, vote opened, vote closed, MoM published, action reminder, action overdue, action escalation, risk escalation (v1). Webex Adaptive Card (v1.3 compliant, ≤80KB) notifications are Phase 2; email notifications are deferred.",M,1,Implemented,,,brief,ADR-0005; brief §6.17,1,,"{""v1"": {""ID"": ""FR-130"", ""Requirement"": ""The system shall send an **in-app notification** for each event in the notification catalog: topic status change, agenda published, vote opened, vote closed, MoM published, action reminder, action overdue, action escalation, risk escalation (v1). Webex Adaptive Card (v1.3 compliant, ≤80KB) notifications are Phase 2; email notifications are deferred."", ""Priority"": ""M"", ""Source"": ""ADR-0005; brief §6.17"", ""Phase"": ""1""}}",
FR-131,functional,"Each notification shall include a deep link to the relevant artifact in ACMP (e.g., clicking a vote-open notification takes the recipient directly to the voting UI for that topic).","Each notification shall include a deep link to the relevant artifact in ACMP (e.g., clicking a vote-open notification takes the recipient directly to the voting UI for that topic).",M,1,Implemented,,,brief,brief §6.17,1,,"{""v1"": {""ID"": ""FR-131"", ""Requirement"": ""Each notification shall include a deep link to the relevant artifact in ACMP (e.g., clicking a vote-open notification takes the recipient directly to the voting UI for that topic)."", ""Priority"": ""M"", ""Source"": ""brief §6.17"", ""Phase"": ""1""}}",
FR-132,functional,Outbound integration/notification dispatch shall back off and retry transient failures via the background-job/outbox mechanism; delivery failures are logged and surfaced in the admin dashboard. (Webex,Outbound integration/notification dispatch shall back off and retry transient failures via the background-job/outbox mechanism; delivery failures are logged and surfaced in the admin dashboard. (Webex-specific HTTP 429 + Retry-After handling lands with the Webex adapter in Phase 2.),M,1,Implemented,,,brief,digest §5.3,1,,"{""v1"": {""ID"": ""FR-132"", ""Requirement"": ""Outbound integration/notification dispatch shall back off and retry transient failures via the background-job/outbox mechanism; delivery failures are logged and surfaced in the admin dashboard. (Webex-specific HTTP 429 + Retry-After handling lands with the Webex adapter in Phase 2.)"", ""Priority"": ""M"", ""Source"": ""digest §5.3"", ""Phase"": ""1""}}",
FR-133,functional,"The system shall support a user notification preferences page (per-user, per-event-type: on/off) for all non-mandatory notifications.","The system shall support a user notification preferences page (per-user, per-event-type: on/off) for all non-mandatory notifications.",S,0,Approved,,,brief,brief §6.17,1,,"{""v1"": {""ID"": ""FR-133"", ""Requirement"": ""The system shall support a user notification preferences page (per-user, per-event-type: on/off) for all non-mandatory notifications."", ""Priority"": ""S"", ""Source"": ""brief §6.17"", ""Phase"": ""2""}}",
FR-134,functional,"A Hangfire job shall generate and send a daily/weekly digest of pending actions, upcoming meetings, and open votes to opted-in users.","A Hangfire job shall generate and send a daily/weekly digest of pending actions, upcoming meetings, and open votes to opted-in users.",S,0,Approved,,,brief,brief §6.17,1,,"{""v1"": {""ID"": ""FR-134"", ""Requirement"": ""A Hangfire job shall generate and send a daily/weekly digest of pending actions, upcoming meetings, and open votes to opted-in users."", ""Priority"": ""S"", ""Source"": ""brief §6.17"", ""Phase"": ""2""}}",
FR-135,functional,"As any authenticated committee member, I want a committee dashboard showing backlog summary by status/urgency, the next scheduled meeting with agenda link, open action counts by status, overdue action","As any authenticated committee member, I want a committee dashboard showing backlog summary by status/urgency, the next scheduled meeting with agenda link, open action counts by status, overdue action count, and the last 5 decisions issued, so that I get an immediate health snapshot on login.",M,1,Implemented,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-082"", ""User Story"": ""As any authenticated committee member, I want a committee dashboard showing backlog summary by status/urgency, the next scheduled meeting with agenda link, open action counts by status, overdue action count, and the last 5 decisions issued, so that I get an immediate health snapshot on login."", ""FR-IDs"": ""FR-135"", ""Priority"": ""M"", ""Size"": ""M""}}",
FR-136,functional,"As a Secretary, I want my dashboard to show topics in triage queue, pending MoM approvals, overdue actions awaiting escalation, and aging topics beyond SLA, so that I can immediately identify what nee","As a Secretary, I want my dashboard to show topics in triage queue, pending MoM approvals, overdue actions awaiting escalation, and aging topics beyond SLA, so that I can immediately identify what needs my attention.",M,1,Implemented,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-083"", ""User Story"": ""As a Secretary, I want my dashboard to show topics in triage queue, pending MoM approvals, overdue actions awaiting escalation, and aging topics beyond SLA, so that I can immediately identify what needs my attention."", ""FR-IDs"": ""FR-136"", ""Priority"": ""M"", ""Size"": ""M""}}",
FR-137,functional,"As a Chairman, I want my dashboard to show votes pending my approval, escalated risks, escalated actions, and topics deferred ≥2 times, so that I can focus on the items that require my authority.","As a Chairman, I want my dashboard to show votes pending my approval, escalated risks, escalated actions, and topics deferred ≥2 times, so that I can focus on the items that require my authority.",M,1,Implemented,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-084"", ""User Story"": ""As a Chairman, I want my dashboard to show votes pending my approval, escalated risks, escalated actions, and topics deferred ≥2 times, so that I can focus on the items that require my authority."", ""FR-IDs"": ""FR-137"", ""Priority"": ""M"", ""Size"": ""M""}}",
FR-138,functional,"The system shall provide a per-stream report: all topics, decisions, actions, and risks affecting a given stream, filterable by date range and status.","The system shall provide a per-stream report: all topics, decisions, actions, and risks affecting a given stream, filterable by date range and status.",S,0,Approved,,,brief,brief §6.16,1,,"{""v1"": {""ID"": ""FR-138"", ""Requirement"": ""The system shall provide a per-stream report: all topics, decisions, actions, and risks affecting a given stream, filterable by date range and status."", ""Priority"": ""S"", ""Source"": ""brief §6.16"", ""Phase"": ""2""}}",
FR-139,functional,"The system shall provide a decision history report: all decisions in a date range, filterable by outcome and stream, exportable to CSV.","The system shall provide a decision history report: all decisions in a date range, filterable by outcome and stream, exportable to CSV.",S,0,Approved,,,brief,brief §6.16,1,,"{""v1"": {""ID"": ""FR-139"", ""Requirement"": ""The system shall provide a decision history report: all decisions in a date range, filterable by outcome and stream, exportable to CSV."", ""Priority"": ""S"", ""Source"": ""brief §6.16"", ""Phase"": ""2""}}",
FR-140,functional,The system shall provide an action completion rate trend chart (weekly/monthly): open vs. closed vs. overdue over time.,The system shall provide an action completion rate trend chart (weekly/monthly): open vs. closed vs. overdue over time.,S,0,Approved,,,brief,brief §6.16,1,,"{""v1"": {""ID"": ""FR-140"", ""Requirement"": ""The system shall provide an action completion rate trend chart (weekly/monthly): open vs. closed vs. overdue over time."", ""Priority"": ""S"", ""Source"": ""brief §6.16"", ""Phase"": ""2""}}",
FR-141,functional,"The system shall provide a KPI/health dashboard with: average topic-to-decision days by type, action SLA compliance %, backlog age distribution, and vote-to-ratification time.","The system shall provide a KPI/health dashboard with: average topic-to-decision days by type, action SLA compliance %, backlog age distribution, and vote-to-ratification time.",C,0,Approved,,,brief,brief §6.16; `docs/domain/metrics-kpi-catalog.md`,1,,"{""v1"": {""ID"": ""FR-141"", ""Requirement"": ""The system shall provide a KPI/health dashboard with: average topic-to-decision days by type, action SLA compliance %, backlog age distribution, and vote-to-ratification time."", ""Priority"": ""C"", ""Source"": ""brief §6.16; `docs/domain/metrics-kpi-catalog.md`"", ""Phase"": ""3""}}",
FR-142,functional,All tabular reports shall be exportable to CSV; charts shall be exportable to PNG.,All tabular reports shall be exportable to CSV; charts shall be exportable to PNG.,S,0,Approved,,,brief,brief §6.16,1,,"{""v1"": {""ID"": ""FR-142"", ""Requirement"": ""All tabular reports shall be exportable to CSV; charts shall be exportable to PNG."", ""Priority"": ""S"", ""Source"": ""brief §6.16"", ""Phase"": ""2""}}",
FR-143,functional,"As any committee member, I want a global search bar accessible from every page that searches across topics, decisions, and MoMs (by title, description, and content), with results grouped by artifact t","As any committee member, I want a global search bar accessible from every page that searches across topics, decisions, and MoMs (by title, description, and content), with results grouped by artifact type showing ID, title, excerpt, status, and a deep link, so that I can find any record quickly.",M,1,Implemented,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-078"", ""User Story"": ""As any committee member, I want a global search bar accessible from every page that searches across topics, decisions, and MoMs (by title, description, and content), with results grouped by artifact type showing ID, title, excerpt, status, and a deep link, so that I can find any record quickly."", ""FR-IDs"": ""FR-143, FR-144"", ""Priority"": ""M"", ""Size"": ""M""}}",
FR-144,functional,"Global search results shall be grouped by artifact type and display: ID, title, matched excerpt, status, and a deep link to the artifact.","Global search results shall be grouped by artifact type and display: ID, title, matched excerpt, status, and a deep link to the artifact.",M,1,Approved,,,brief,brief §6.18,1,,"{""v1"": {""ID"": ""FR-144"", ""Requirement"": ""Global search results shall be grouped by artifact type and display: ID, title, matched excerpt, status, and a deep link to the artifact."", ""Priority"": ""M"", ""Source"": ""brief §6.18"", ""Phase"": ""1""}}",
FR-145,functional,"As any committee member who works in Arabic, I want global search to correctly process Arabic queries (Arabic word-breaking), so that I get relevant results when I search in Arabic.","As any committee member who works in Arabic, I want global search to correctly process Arabic queries (Arabic word-breaking), so that I get relevant results when I search in Arabic.",M,1,Implemented,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-079"", ""User Story"": ""As any committee member who works in Arabic, I want global search to correctly process Arabic queries (Arabic word-breaking), so that I get relevant results when I search in Arabic."", ""FR-IDs"": ""FR-145"", ""Priority"": ""M"", ""Size"": ""M""}}",
FR-146,functional,"As any committee member, I want every artifact (topic, decision, action, risk, dependency, MoM) to display a traceability panel showing all upstream and downstream typed relationships, so that I can n","As any committee member, I want every artifact (topic, decision, action, risk, dependency, MoM) to display a traceability panel showing all upstream and downstream typed relationships, so that I can navigate the governance chain from any point.",M,1,Implemented,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-080"", ""User Story"": ""As any committee member, I want every artifact (topic, decision, action, risk, dependency, MoM) to display a traceability panel showing all upstream and downstream typed relationships, so that I can navigate the governance chain from any point."", ""FR-IDs"": ""FR-146"", ""Priority"": ""M"", ""Size"": ""L""}}",
FR-147,functional,"As a Secretary, I want to create, read, and delete typed traceability edges between any two artifacts (DerivedFrom, Supersedes, Implements, Resolves, References, Blocks, DependsOn, RelatesTo), so that","As a Secretary, I want to create, read, and delete typed traceability edges between any two artifacts (DerivedFrom, Supersedes, Implements, Resolves, References, Blocks, DependsOn, RelatesTo), so that the governance lineage is explicitly modeled.",M,1,Implemented,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-081"", ""User Story"": ""As a Secretary, I want to create, read, and delete typed traceability edges between any two artifacts (DerivedFrom, Supersedes, Implements, Resolves, References, Blocks, DependsOn, RelatesTo), so that the governance lineage is explicitly modeled."", ""FR-IDs"": ""FR-147"", ""Priority"": ""M"", ""Size"": ""M""}}",
FR-148,functional,"The system shall perform a transitive impact analysis query: given artifact X, return all artifacts reachable via any relationship type within a configurable depth limit (default 3 hops); results disp","The system shall perform a transitive impact analysis query: given artifact X, return all artifacts reachable via any relationship type within a configurable depth limit (default 3 hops); results displayed as a navigable list.",S,0,Approved,,,brief,ADR-0008; brief §6.18,1,,"{""v1"": {""ID"": ""FR-148"", ""Requirement"": ""The system shall perform a transitive impact analysis query: given artifact X, return all artifacts reachable via any relationship type within a configurable depth limit (default 3 hops); results displayed as a navigable list."", ""Priority"": ""S"", ""Source"": ""ADR-0008; brief §6.18"", ""Phase"": ""2""}}",
FR-149,functional,"The system shall generate a traceability matrix for a topic (TOP-…): a table of the topic and all linked artifacts by type and relationship, exportable to CSV.","The system shall generate a traceability matrix for a topic (TOP-…): a table of the topic and all linked artifacts by type and relationship, exportable to CSV.",C,0,Approved,,,brief,brief §6.18,1,,"{""v1"": {""ID"": ""FR-149"", ""Requirement"": ""The system shall generate a traceability matrix for a topic (TOP-…): a table of the topic and all linked artifacts by type and relationship, exportable to CSV."", ""Priority"": ""C"", ""Source"": ""brief §6.18"", ""Phase"": ""3""}}",
FR-150,functional,"As an Auditor or Administrator, I want every state transition, field update, and user action on governed entities (topics, decisions, votes, actions, risks, dependencies, MoMs) to be recorded automati","As an Auditor or Administrator, I want every state transition, field update, and user action on governed entities (topics, decisions, votes, actions, risks, dependencies, MoMs) to be recorded automatically in an append-only audit log, so that the complete history of committee activity is available for compliance review.",M,1,Implemented,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-075"", ""User Story"": ""As an Auditor or Administrator, I want every state transition, field update, and user action on governed entities (topics, decisions, votes, actions, risks, dependencies, MoMs) to be recorded automatically in an append-only audit log, so that the complete history of committee activity is available for compliance review."", ""FR-IDs"": ""FR-150, FR-151"", ""Priority"": ""M"", ""Size"": ""L""}}",
FR-151,functional,"Each audit log entry shall record: entity type, entity ID, action type, actor user ID, timestamp (UTC), before-state (JSON), after-state (JSON), and correlation ID.","Each audit log entry shall record: entity type, entity ID, action type, actor user ID, timestamp (UTC), before-state (JSON), after-state (JSON), and correlation ID.",M,1,Approved,,,brief,ADR-0009,1,,"{""v1"": {""ID"": ""FR-151"", ""Requirement"": ""Each audit log entry shall record: entity type, entity ID, action type, actor user ID, timestamp (UTC), before-state (JSON), after-state (JSON), and correlation ID."", ""Priority"": ""M"", ""Source"": ""ADR-0009"", ""Phase"": ""1""}}",
FR-152,functional,"As an Auditor or Administrator, I want audit log entries to be immutable — no API, UI, or database-level process can update or delete an audit row in normal operation — so that the log is a tamper-evi","As an Auditor or Administrator, I want audit log entries to be immutable — no API, UI, or database-level process can update or delete an audit row in normal operation — so that the log is a tamper-evident record.",M,1,Implemented,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-076"", ""User Story"": ""As an Auditor or Administrator, I want audit log entries to be immutable — no API, UI, or database-level process can update or delete an audit row in normal operation — so that the log is a tamper-evident record."", ""FR-IDs"": ""FR-152"", ""Priority"": ""M"", ""Size"": ""M""}}",
FR-153,functional,"As an Auditor or Administrator, I want to search the audit log by entity type, entity ID, actor, action type, and date range (paginated results), so that I can investigate specific events efficiently.","As an Auditor or Administrator, I want to search the audit log by entity type, entity ID, actor, action type, and date range (paginated results), so that I can investigate specific events efficiently.",M,1,Implemented,,,brief,v1:register-row,1,,"{""v1"": {""US-ID"": ""US-077"", ""User Story"": ""As an Auditor or Administrator, I want to search the audit log by entity type, entity ID, actor, action type, and date range (paginated results), so that I can investigate specific events efficiently."", ""FR-IDs"": ""FR-153"", ""Priority"": ""M"", ""Size"": ""M""}}",
FR-154,functional,The audit log shall be exportable to CSV or JSON for a date range and entity filter; this export is accessible only to Auditor and Administrator.,The audit log shall be exportable to CSV or JSON for a date range and entity filter; this export is accessible only to Auditor and Administrator.,S,0,Approved,,,brief,brief §6.18,1,,"{""v1"": {""ID"": ""FR-154"", ""Requirement"": ""The audit log shall be exportable to CSV or JSON for a date range and entity filter; this export is accessible only to Auditor and Administrator."", ""Priority"": ""S"", ""Source"": ""brief §6.18"", ""Phase"": ""2""}}",
FR-155,functional,"Data retention policy: all records are retained; retention is **configurable** so legal can set periods later; **no automatic purge in v1**. Votes, issued decisions, ADRs, and published minutes are im","Data retention policy: all records are retained; retention is **configurable** so legal can set periods later; **no automatic purge in v1**. Votes, issued decisions, ADRs, and published minutes are immutable. Specific retention periods (e.g., audit log years) to be set by org compliance/legal team [unverified — validate with org].",S,0,Approved,,,brief,derived: gov compliance; `docs/domain/audit-and-records.md`,1,,"{""v1"": {""ID"": ""FR-155"", ""Requirement"": ""Data retention policy: all records are retained; retention is **configurable** so legal can set periods later; **no automatic purge in v1**. Votes, issued decisions, ADRs, and published minutes are immutable. Specific retention periods (e.g., audit log years) to be set by org compliance/legal team [unverified — validate with org]."", ""Priority"": ""S"", ""Source"": ""derived: gov compliance; `docs/domain/audit-and-records.md`"", ""Phase"": ""2""}}",
NFR-001,non-functional,"Page load time (P95) for any page rendered with full data (topic list, dashboard, meeting detail) shall not exceed 2 seconds on a standard office network connection (≥10 Mbps). **Target:** P95 ≤ 2 000","Page load time (P95) for any page rendered with full data (topic list, dashboard, meeting detail) shall not exceed 2 seconds on a standard office network connection (≥10 Mbps). **Target:** P95 ≤ 2 000 ms.",Must,1,Approved,,,brief,docs/requirements/non-functional.md §Performance; README §A,1,,"{""v1"": {""ID"": ""NFR-001"", ""Requirement"": ""Page load time (P95) for any page rendered with full data (topic list, dashboard, meeting detail) shall not exceed 2 seconds on a standard office network connection (≥10 Mbps). **Target:** P95 ≤ 2 000 ms."", ""Source"": ""docs/requirements/non-functional.md §Performance; README §A"", ""Priority"": ""Must"", ""Verification"": ""Load test with Locust or k6: 15 concurrent users, typical navigation paths; measure P95 via OpenTelemetry trace duration.""}}",
NFR-002,non-functional,"API response time (P95) for list/query endpoints (backlog list, search results, audit log query) with up to 10 000 topic records shall not exceed 1 second. **Target:** P95 ≤ 1 000 ms.","API response time (P95) for list/query endpoints (backlog list, search results, audit log query) with up to 10 000 topic records shall not exceed 1 second. **Target:** P95 ≤ 1 000 ms.",Must,1,Approved,,,brief,docs/requirements/non-functional.md §Performance; FR-002,1,,"{""v1"": {""ID"": ""NFR-002"", ""Requirement"": ""API response time (P95) for list/query endpoints (backlog list, search results, audit log query) with up to 10 000 topic records shall not exceed 1 second. **Target:** P95 ≤ 1 000 ms."", ""Source"": ""docs/requirements/non-functional.md §Performance; FR-002"", ""Priority"": ""Must"", ""Verification"": ""Integration test: seed 10 000 topics, run 15 concurrent list requests; assert P95 ≤ 1 s via OTel metrics.""}}",
NFR-003,non-functional,"API response time (P95) for individual artifact detail retrieval (topic, decision, meeting) shall not exceed 500 ms. **Target:** P95 ≤ 500 ms.","API response time (P95) for individual artifact detail retrieval (topic, decision, meeting) shall not exceed 500 ms. **Target:** P95 ≤ 500 ms.",Must,1,Approved,,,brief,docs/requirements/non-functional.md §Performance; FR-003,1,,"{""v1"": {""ID"": ""NFR-003"", ""Requirement"": ""API response time (P95) for individual artifact detail retrieval (topic, decision, meeting) shall not exceed 500 ms. **Target:** P95 ≤ 500 ms."", ""Source"": ""docs/requirements/non-functional.md §Performance; FR-003"", ""Priority"": ""Must"", ""Verification"": ""Integration test: measure single-entity GET with full joins under light concurrent load.""}}",
NFR-004,non-functional,"Full-text search query (SQL FTS) over topic titles, descriptions, and decision rationale with up to 10 000 records shall return results in ≤ 800 ms P95. **Target:** P95 ≤ 800 ms.","Full-text search query (SQL FTS) over topic titles, descriptions, and decision rationale with up to 10 000 records shall return results in ≤ 800 ms P95. **Target:** P95 ≤ 800 ms.",Must,1,Approved,,,brief,docs/requirements/non-functional.md §Performance; ADR-0011,1,,"{""v1"": {""ID"": ""NFR-004"", ""Requirement"": ""Full-text search query (SQL FTS) over topic titles, descriptions, and decision rationale with up to 10 000 records shall return results in ≤ 800 ms P95. **Target:** P95 ≤ 800 ms."", ""Source"": ""docs/requirements/non-functional.md §Performance; ADR-0011"", ""Priority"": ""Must"", ""Verification"": ""Integration test: FTS query on a 10 000-row dataset; measure via OTel trace span for the SQL query step.""}}",
NFR-005,non-functional,"Tarseem diagram render (via sidecar Hangfire job) for a diagram spec of typical complexity (≤50 nodes, ≤100 edges) shall complete within 30 seconds of job enqueue. **Target:** P95 ≤ 30 s (end-to-end f","Tarseem diagram render (via sidecar Hangfire job) for a diagram spec of typical complexity (≤50 nodes, ≤100 edges) shall complete within 30 seconds of job enqueue. **Target:** P95 ≤ 30 s (end-to-end from enqueue to artifact stored).",Must,1,Approved,,,brief,docs/requirements/non-functional.md §Performance; ADR-0006,1,,"{""v1"": {""ID"": ""NFR-005"", ""Requirement"": ""Tarseem diagram render (via sidecar Hangfire job) for a diagram spec of typical complexity (≤50 nodes, ≤100 edges) shall complete within 30 seconds of job enqueue. **Target:** P95 ≤ 30 s (end-to-end from enqueue to artifact stored)."", ""Source"": ""docs/requirements/non-functional.md §Performance; ADR-0006"", ""Priority"": ""Must"", ""Verification"": ""Integration test: enqueue 10 render jobs simultaneously; measure time from Hangfire enqueue to `IFileStore` write completion.""}}",
NFR-006,non-functional,Meeting notes auto-save (debounce on typing pause) shall complete a server-side persist within 2 seconds of the debounce trigger. **Target:** ≤ 2 000 ms round-trip from debounce trigger to server ACK.,Meeting notes auto-save (debounce on typing pause) shall complete a server-side persist within 2 seconds of the debounce trigger. **Target:** ≤ 2 000 ms round-trip from debounce trigger to server ACK.,Must,1,Approved,,,brief,docs/requirements/non-functional.md §Performance; FR-052,1,,"{""v1"": {""ID"": ""NFR-006"", ""Requirement"": ""Meeting notes auto-save (debounce on typing pause) shall complete a server-side persist within 2 seconds of the debounce trigger. **Target:** ≤ 2 000 ms round-trip from debounce trigger to server ACK."", ""Source"": ""docs/requirements/non-functional.md §Performance; FR-052"", ""Priority"": ""Must"", ""Verification"": ""Integration test: simulate typing pause, measure HTTP round-trip for the PATCH request.""}}",
NFR-007,non-functional,Background job execution (Hangfire): action-overdue detection job shall process all open actions and send notifications within 5 minutes of scheduled run time. **Target:** Processing lag ≤ 5 min from ,Background job execution (Hangfire): action-overdue detection job shall process all open actions and send notifications within 5 minutes of scheduled run time. **Target:** Processing lag ≤ 5 min from scheduled start.,Must,1,Approved,,,brief,docs/requirements/non-functional.md §Performance; ADR-0014,1,,"{""v1"": {""ID"": ""NFR-007"", ""Requirement"": ""Background job execution (Hangfire): action-overdue detection job shall process all open actions and send notifications within 5 minutes of scheduled run time. **Target:** Processing lag ≤ 5 min from scheduled start."", ""Source"": ""docs/requirements/non-functional.md §Performance; ADR-0014"", ""Priority"": ""Must"", ""Verification"": ""Monitor Hangfire job history; assert completion timestamp vs. scheduled time across 10 runs.""}}",
NFR-008,non-functional,"The system shall support up to 20 committee user accounts in v1 without degradation in authentication or authorization latency. Right-sized for on-prem, low-traffic deployment. **Target:** 20 user acc","The system shall support up to 20 committee user accounts in v1 without degradation in authentication or authorization latency. Right-sized for on-prem, low-traffic deployment. **Target:** 20 user accounts; auth check ≤ 200 ms P95.",Must,1,Approved,,,brief,docs/requirements/non-functional.md §Scale and Capacity; README §A,1,,"{""v1"": {""ID"": ""NFR-008"", ""Requirement"": ""The system shall support up to 20 committee user accounts in v1 without degradation in authentication or authorization latency. Right-sized for on-prem, low-traffic deployment. **Target:** 20 user accounts; auth check ≤ 200 ms P95."", ""Source"": ""docs/requirements/non-functional.md §Scale and Capacity; README §A"", ""Priority"": ""Must"", ""Verification"": ""Load test: 20 users simultaneously authenticated; measure OIDC token validation + RBAC check via OTel.""}}",
NFR-009,non-functional,"The system shall support up to 500 topics per year (2 500 total over a 5-year operational life) without schema migration, index degradation, or query plan regression. **Target:** 2 500 topic records; ","The system shall support up to 500 topics per year (2 500 total over a 5-year operational life) without schema migration, index degradation, or query plan regression. **Target:** 2 500 topic records; list query P95 ≤ 1 s (see NFR-002).",Must,1,Approved,,,brief,docs/requirements/non-functional.md §Scale and Capacity; README §A,1,,"{""v1"": {""ID"": ""NFR-009"", ""Requirement"": ""The system shall support up to 500 topics per year (2 500 total over a 5-year operational life) without schema migration, index degradation, or query plan regression. **Target:** 2 500 topic records; list query P95 ≤ 1 s (see NFR-002)."", ""Source"": ""docs/requirements/non-functional.md §Scale and Capacity; README §A"", ""Priority"": ""Must"", ""Verification"": ""Load test with 2 500 seeded topic records; re-run NFR-002 target assertion.""}}",
NFR-010,non-functional,The system shall support 5 active streams with no hard-coded stream limit; stream count is configuration-driven. **Target:** 5 streams at go-live; configurable to ≥20.,The system shall support 5 active streams with no hard-coded stream limit; stream count is configuration-driven. **Target:** 5 streams at go-live; configurable to ≥20.,Must,1,Approved,,,brief,docs/requirements/non-functional.md §Scale and Capacity,1,,"{""v1"": {""ID"": ""NFR-010"", ""Requirement"": ""The system shall support 5 active streams with no hard-coded stream limit; stream count is configuration-driven. **Target:** 5 streams at go-live; configurable to ≥20."", ""Source"": ""docs/requirements/non-functional.md §Scale and Capacity"", ""Priority"": ""Must"", ""Verification"": ""Code review: confirm no magic number for stream count; integration test with 10 streams.""}}",
NFR-011,non-functional,File attachment storage shall support individual file uploads up to 100 MB; cumulative attachment storage shall be bounded only by the provisioned blob storage capacity (not ACMP application code). **,File attachment storage shall support individual file uploads up to 100 MB; cumulative attachment storage shall be bounded only by the provisioned blob storage capacity (not ACMP application code). **Target:** Single file ≤ 100 MB; no application-level cap on total storage.,Must,1,Approved,,,brief,docs/requirements/non-functional.md §Scale and Capacity; ADR-0014,1,,"{""v1"": {""ID"": ""NFR-011"", ""Requirement"": ""File attachment storage shall support individual file uploads up to 100 MB; cumulative attachment storage shall be bounded only by the provisioned blob storage capacity (not ACMP application code). **Target:** Single file ≤ 100 MB; no application-level cap on total storage."", ""Source"": ""docs/requirements/non-functional.md §Scale and Capacity; ADR-0014"", ""Priority"": ""Must"", ""Verification"": ""Integration test: upload a 100 MB file; verify successful storage and retrieval; confirm no application-layer total-size enforcement.""}}",
NFR-012,non-functional,The audit log shall support append-only writes at ≥ 100 events/second sustained for 60 seconds without data loss or lock contention on the primary transaction. **Target:** ≥ 100 audit log inserts/s un,The audit log shall support append-only writes at ≥ 100 events/second sustained for 60 seconds without data loss or lock contention on the primary transaction. **Target:** ≥ 100 audit log inserts/s under sustained load.,Must,1,Approved,,,brief,docs/requirements/non-functional.md §Scale and Capacity; ADR-0009,1,,"{""v1"": {""ID"": ""NFR-012"", ""Requirement"": ""The audit log shall support append-only writes at ≥ 100 events/second sustained for 60 seconds without data loss or lock contention on the primary transaction. **Target:** ≥ 100 audit log inserts/s under sustained load."", ""Source"": ""docs/requirements/non-functional.md §Scale and Capacity; ADR-0009"", ""Priority"": ""Must"", ""Verification"": ""Load test: fire 100 concurrent state transitions for 60 s; verify all audit log rows present, no deadlocks in SQL Server error log.""}}",
NFR-013,non-functional,The SQL Server database shall support columnstore-indexed reporting queries (dashboard aggregations) over 3 years of data (estimated 10 000–50 000 rows across governed entities) with result times ≤ 3 ,The SQL Server database shall support columnstore-indexed reporting queries (dashboard aggregations) over 3 years of data (estimated 10 000–50 000 rows across governed entities) with result times ≤ 3 seconds. **Target:** Dashboard query P95 ≤ 3 000 ms with 50 000-row dataset.,Must,1,Approved,,,brief,docs/requirements/non-functional.md §Scale and Capacity; ADR-0003,1,,"{""v1"": {""ID"": ""NFR-013"", ""Requirement"": ""The SQL Server database shall support columnstore-indexed reporting queries (dashboard aggregations) over 3 years of data (estimated 10 000–50 000 rows across governed entities) with result times ≤ 3 seconds. **Target:** Dashboard query P95 ≤ 3 000 ms with 50 000-row dataset."", ""Source"": ""docs/requirements/non-functional.md §Scale and Capacity; ADR-0003"", ""Priority"": ""Must"", ""Verification"": ""Integration test: seed 50 000 rows across governed entity tables; run dashboard aggregation queries; assert duration via OTel.""}}",
