id,title,statement,requirement_id,slice_id,lifecycle_status,disposition,disposition_reason_ref,superseded_by,introduced_in,retired_in,source_kind,source_span,custom_attributes,last_referenced
AC-076,The existing Playwright suite passes against the UAT URL — real PKCE round-trip + core governance loop,"AMENDED per OQ-066 — the original text named a method that is provably impossible. It said to run the suite with `E2E_KEYCLOAK_URL=https://uat.acmp.anas7ammo.dev/kc`, but global-setup seeds its fixtures through the Keycloak ADMIN REST API after taking a master-realm token, and the public 443 listener returns 404 for BOTH `/kc/admin` and `/kc/realms/master` BY DESIGN (measured, DEF-027; AC-081 rests on that deny). Only the METHOD is corrected below — the substance graded is unchanged. **Given** the UAT environment is live **When** the existing Playwright suite runs with `E2E_WEB_URL=https://uat.acmp.anas7ammo.dev`, so the browser drives the PUBLIC host and exercises the real deployed listener, and with `E2E_KEYCLOAK_URL` pointed at the box's Keycloak through an operator-side SSM port-forward — a deploy-time procedure requiring NO code change, NO fixed-password bypass in seed-users.sh, and NO relaxation of the `/kc/` deny — **Then** auth (real Keycloak PKCE round-trip), the core governance loop, and RTL/a11y specs pass. **And** the fixed-password `e2e-*` accounts the run seeds are DISABLED in the realm afterwards (`enabled: false`), never DELETED — disabling removes the login risk, which is real because their password is committed in `e2e/users.ts` and UAT's 443 is open to the internet, while preserving the Keycloak `sub`. Deleting them instead orphans their CommitteeMember rows permanently and duplicates them on the next run, because app-side identity is the `sub` and audit immutability means a member row can be deactivated but never removed (DEF-029, learned the hard way 2026-08-09).",,SL-027,Approved,,,,1,,inferred,"Amended 2026-08-09 by OQ-066 (resolved, PE-186); cleanup clause corrected delete->disable per DEF-029 the same day.",,2026-08-09T17:25:46Z
AC-077,Keycloak persists to SQL Server; no Postgres container exists; restart preserves realm + users,"**Given** the cloud stack **When** the operator inspects running containers and restarts Keycloak **Then** no postgres/keycloak-db container exists, Keycloak's data lives in the SQL Server 'keycloak' database, and the realm + users survive the restart (verifies ADR-0036).",,SL-021,Approved,,,,1,,,,,
AC-078,Recording upload → S3 → presigned playback → delete works against a real bucket; no MinIO container exists,"**Given** the cloud stack with S3 configured **When** a Secretary/Chairman uploads a recording, a member plays it back, and it is deleted **Then** the object round-trips through the environment's S3 bucket, playback works in a browser (CSP media-src matches the presign host), and no minio container exists (verifies ADR-0035, FR-056).",FR-056,SL-022,Approved,,,,1,,,,,2026-08-05T13:18:39Z
AC-079,"seed-users.sh is idempotent, sets UPDATE_PASSWORD, and each seeded user logs in and JIT-provisions with the correct role","**Given** a users.csv roster **When** seed-users.sh runs twice **Then** the second run is a clean no-op, seeded users carry a temporary password + UPDATE_PASSWORD required action, and after a real login each is JIT-provisioned as an ACMP member with the correct role (CON-007/CON-009 honored).",,SL-026,Approved,,,,1,,,,,2026-08-10T09:21:06Z
AC-080,"Backup → restore drill passes the 3→0→3 check for BOTH Acmp and keycloak, on Express","**Given** the cloud stack on SQL Server Express **When** the operator runs the backup then restore drill **Then** both the Acmp and keycloak databases round-trip a 3→0→3 row-count check, with no reliance on backup compression (Express-incompatible) and no Postgres leg (verifies NFR-058, ADR-0033 as amended).",NFR-058,SL-023,Approved,,,,1,,,,,2026-08-09T18:07:41Z
AC-081,"TLS valid, HSTS present, certbot renew --dry-run passes","**Given** a provisioned environment **When** the operator inspects the endpoint and runs certbot renew --dry-run **Then** the Let's Encrypt certificate is valid for the subdomain, the HSTS header is present, and the dry-run renewal succeeds (DNS-01 via Route 53).",,SL-025,Approved,,,,1,,,,,2026-08-09T17:25:20Z
AC-082,UAT stop → start returns healthy at the same DNS name within 10 minutes,**Given** on-demand UAT is stopped **When** the operator starts the instance **Then** the Route 53 A record is updated to the new public IP by the boot-updater and the stack returns all-healthy at uat.acmp.anas7ammo.dev within 10 minutes (verifies NFR-057 restore posture).,NFR-057,SL-025,Approved,,,,1,,,,,
AC-083,Cross-environment isolation: the UAT IAM key is denied on the prod bucket; UAT Webex posts never reach the prod space,"**Given** per-environment IAM users, buckets, roles and Webex config **When** the UAT IAM key is used against the prod bucket, and UAT Webex is exercised **Then** the S3 call returns AccessDenied and no UAT notification reaches the production Webex space; the UAT box cannot alter the prod DNS record.",,SL-020,Approved,,,,1,,,,,2026-08-05T13:18:39Z
AC-084,The consolidated stack runs within the memory budget on t3.medium under an e2e run (no OOM-kill),**Given** the cloud stack on t3.medium (4 GiB + 4 GiB swap) **When** an e2e run drives it **Then** docker events shows no OOM-kill of any container and the CPUCreditBalance alarm is not tripped (verifies the RSK-013 mitigation).,,SL-021,Superseded,,,AC-087,1,1,inferred,"SUPERSEDED BY AC-087 on 2026-08-09 (operator decision). The dangling citation 'RSK-013' in the statement above matched no entity; AC-087 carries the identical text with 'RISK-013'. This row is retained unaltered because its verdict history (AV-109 Partial, AV-112 Met, AV-113 Met) attaches here. ➕ RETIRED 2026-08-16 (DEC-054 d2), AND THE RETENTION REASON IS UNAFFECTED: `acs-met` and `acs-slice-bound` filter on `retired_in IS NULL` and ignore lifecycle_status entirely, so setting Superseded in August changed nothing and this row stayed in the ACTIVE set alongside its own successor for a week — both counted, and a future Not-met here would have blocked a close for a criterion that no longer applies. `retired_in` does NOT move verdicts: AV-109, AV-112 and AV-113 remain attached to this row exactly as the sentence above intends. Found while retiring AC-048 and noticing the same rule text.",,2026-08-09T17:25:46Z
AC-085,Budget alerts fire; the IAM deny brake is provisioned and proven by policy simulation; the EC2 stop action is provisioned against live instance IDs by the launch script,"AMENDED per OQ-064 — the original text ('the 120% auto-stop action is provisioned and dry-run verified') was unsatisfiable on three counts: it said 120% while 00-account.sh targets 100%; it described a tag-scoped EC2 stop that the AWS API cannot express (SsmActionDefinition takes explicit InstanceIds, no tag filter); and budget actions have NO dry-run facility at all — `execute-budget-action` genuinely fires the action, so 'dry-run verified' could only ever be satisfied by really tripping the brake. **Given** the acmp-monthly $60 budget **Then** (1) its SNS subscription is confirmed and a threshold notification has been observed to arrive; (2) `describe-budget-actions-for-budget` shows the IAM deny action at 100% ACTUAL, ApprovalModel AUTOMATIC, Status STANDBY, targeting the acmp-admin user with the acmp-budget-deny-new-spend policy; (3) `aws iam simulate-principal-policy` — which IS a real dry run, unlike anything in the budgets API — shows that policy returning implicitDeny/explicitDeny for the spend-creating actions it claims to block, evaluated against acmp-admin; (4) once P25 launches instances, the SSM STOP_EC2_INSTANCES action exists at 100% ACTUAL pinned to the LIVE instance IDs, created-or-updated by the launch script itself so a replaced instance re-points automatically rather than via a runbook step; and (5) it is recorded that the IAM deny constrains only the acmp-admin IAM user — the account root user cannot be restricted by IAM policy — so the brake is only real while CLI work is done as acmp-admin rather than root.",,SL-020,Approved,,,,1,,inferred,"Amended 2026-08-04 by OQ-064 (resolved, PE-147). Original text was unsatisfiable as written.",,2026-08-10T21:48:30Z
AC-086,"CI publishes all five images to ECR by OIDC with no long-lived key, and the two web images are genuinely per-environment","**Given** a commit merged to `main` with the test jobs green **When** the `publish` job runs **Then** it assumes the ECR role via GitHub OIDC with no static AWS key present, pushes `api`, `worker`, `sqlserver-fts` and both `web:<sha>-uat` / `web:<sha>-prod`, and records their immutable digests to a retained artifact; **And** the two web bundles each contain ONLY their own `VITE_OIDC_AUTHORITY` (verified by extracting the image layer, not inferred from differing digests, since Docker builds are not reproducible by default).",,SL-024,Approved,,,,1,,inferred,"PE-142 — created to close the SL-024 gap: the CD slice was the only PH-5 slice with no acceptance criterion, so its exit was unmeasurable.",,2026-08-05T13:17:32Z
AC-087,The consolidated stack runs within the memory budget on t3.medium under an e2e run (no OOM-kill),**Given** the cloud stack on t3.medium (4 GiB + 4 GiB swap) **When** an e2e run drives it **Then** docker events shows no OOM-kill of any container and the CPUCreditBalance alarm is not tripped (verifies the RISK-013 mitigation).,,SL-021,Approved,,,,1,,clarification,"Supersedes AC-084 (operator decision 2026-08-09). SOLE CHANGE: the citation 'RSK-013' -> 'RISK-013'. Every other character of the statement is identical, and the substance graded is unchanged. PE-192 found the dangling reference -- this package's risks are RISK-### and RSK-013 matched no entity, so the citation pointed at nothing while all seven gates passed (G-TRACE validates typed edges; this lived in free prose inside the statement). RISK-013 is '4 GiB is tight; a Keycloak GC burst plus SQL Server's buffer pool can OOM the t3.medium' -- exactly this criterion's subject. Superseded rather than edited because AC-084 had been advanced to Approved earlier the same day, which made it immutable; while it sat at Proposed this would have been a one-token edit. EVIDENCE NOTE, recorded so nobody reads this row as ungraded: the verdict history for this criterion (AV-109 Partial, AV-112 Met, AV-113 Met) is attached to AC-084 and was NOT re-issued here. The measurements behind it -- no OOM-kill across an e2e run, CPUCreditBalance alarm read OK before/during/after with the balance rising 50.09 -> 51.59 -- were taken against the text above, which is byte-identical apart from the corrected citation.",,
AC-088,An in-app invite creates the Keycloak account and reveals its temporary password exactly once,"**Given** an Administrator or Secretary on Administration → Members **When** they invite a user with an email address and a full name **Then** the account exists in Keycloak flagged must-change-password-at-first-login, the response reveals a temporary password EXACTLY ONCE, and that password appears in NO log, NO persisted record and NO file — proven by asserting a second read of the invite does not return it.",FR-156,SL-028,Proposed,,,,1,,clarification,"DEC-038; ADR-0038. The 'shown once' clause is load-bearing: 'no email in v1' is a hard constraint, so a credential is put in front of a human, and the make-roster-passwords.sh CSV of 26 temporary passwords is the hazard this must not repeat.",,2026-08-12T18:07:18Z
AC-089,"Every role-assignment guard REFUSES, proven by forcing each refusal","**Given** in-app role assignment **When** an actor (a) attempts to change their OWN roles, or (b) attempts a change that would leave the committee with ZERO Administrators **Then** the API REFUSES both, server-side, regardless of what the UI offers; **and When** Administrator or Chairman is granted **Then** it requires a separate explicit confirmation rather than being one option among others. Each clause is evidenced by a test that FORCES the refusal and asserts it happened — asserting only that the happy path works would reproduce the un-failable check this project has been bitten by repeatedly.",FR-157,SL-028,Proposed,,,,1,,clarification,DEC-038 guards 1-3; ADR-0038. These four guards REPLACE the structural guarantee the design gave away: an app that cannot write roles cannot escalate privilege. DEC-038 records the operator accepting the residual risk that a Secretary can both invite an account and grant it Administrator.,,2026-08-11T19:56:53Z
AC-090,"A role change takes effect immediately, not at token expiry","**Given** a signed-in user with an active session **When** their roles are changed in the app **Then** their Keycloak sessions are terminated, so the next request carries the new roles rather than the old ones lingering until the 60-minute idle timeout — proven by asserting the user's subsequent request no longer exercises the removed role, not merely that a logout call was issued.",FR-157,SL-028,Proposed,,,,1,,clarification,"DEC-038 decision 5; ADR-0038. Roles reach the app through the token and are cached on CommitteeMember at login, so without forced sign-out a REMOVED role would remain usable for up to an hour — the half of revocation that actually matters.",,2026-08-12T10:02:38Z
AC-091,"The roster lists invited people who have never signed in, from ACMP's own data","**Given** a user invited through the app who has never signed in **When** an Administrator opens the member roster **Then** that person is listed and visibly marked `invited`, sourced from the invite record rather than from any Keycloak read at request time; **and When** they sign in for the first time **Then** JIT provisioning (ADR-0004) creates their CommitteeMember row, the invite is matched by Keycloak `sub` and marked consumed, and the person appears exactly ONCE — not twice.",FR-158,SL-028,Proposed,,,,1,,clarification,"DEC-038 (supersedes DEC-033); closes DEF-038. The 'exactly once' clause guards the seam between the invite record and JIT provisioning; DEF-029 makes a wrongly-created member row permanent, so duplication here cannot be cleaned up afterwards.",,2026-08-12T18:07:18Z
AC-092,"Guest access expires and the server refuses it, rather than the banner merely saying so","**Given** a guest presenter invited for a meeting **When** the meeting's access window has passed **Then** the API REFUSES their requests and the page states that access has ended — proven by advancing past the expiry and asserting the refusal, not by reading the countdown; **and** the Keycloak account is disabled at expiry so the login itself stops working. The banner and the server MUST read the same value.",FR-159,SL-028,Proposed,,,,1,,clarification,"DEC-037; ADR-0038. The design promises 'Presenter access — read-only, and expires after the meeting' while NO expiry mechanism existed in code (only Delegation auto-expires). The page shows unpublished topic material to an EXTERNAL person, so a promise the server does not keep is an exposure, not a cosmetic gap.",,2026-08-12T17:14:22Z
AC-093,Every identity change is attributed in the immutable audit chain,"**Given** any invite, role assignment, forced sign-out or guest-expiry action **When** it succeeds **Then** a hash-chained AuditEvent (INV-005) records who acted, on whom, what changed from and to, and when — proven by asserting the ROW EXISTS after a real change, never by asserting that a handler was called.",FR-157,SL-028,Proposed,,,,1,,clarification,"DEC-038 guard 4; ADR-0038. This is the ACTUAL control for the accepted SoD residual risk and it is DETECTION, not prevention — so it has to be real. Four fixed defects in this project (DEF-030/031/032, OQ-068) were controls that detected but never told, with the telling half asserted in a comment instead of tested.",,2026-08-14T17:48:18Z
AC-094,"A dirty form registers a beforeunload handler that calls preventDefault, and a clean form removes it","**Given** a user is editing a form with unsaved changes **When** the form is dirty **Then** the page has registered a `beforeunload` handler that calls `preventDefault()` on a cancelable event — the only action a page can take to request the browser's unsaved-changes dialog — **and When** the form becomes clean **Then** that handler is removed. ⚠ NARROWED FROM AC-048 BY SC-014 UNDER DEC-051 d1, AND THE NARROWING IS THE POINT: the original asserted that the browser's built-in dialog is TRIGGERED, which no automation available here can prove — Playwright auto-dismisses native beforeunload dialogs and Chrome suppresses them without a prior user gesture (AV-157, operator decision PE-286). This asserts the application's ENTIRE possible contribution instead, which is testable and is tested.",FR-015,SL-005,Approved,,,,1,,clarification,,"{""supersedes"": ""AC-048"", ""scope_change"": ""SC-014"", ""decision"": ""DEC-051 d1"", ""narrowed_from"": ""the browser's rendering of the beforeunload dialog, which is unprovable by any automation available here"", ""verdict_history_note"": ""AC-048's history is Partial and stops there by operator decision PE-286; this successor is judged on its own narrowed statement, NOT by carrying that Partial forward""}",
AC-095,"Every governed state transition writes a fully-attributed audit entry, visible to Auditor/Chairman/Secretary but not Administrator","**Given** a state transition on any governed entity (topic, decision, vote, action, risk, MoM) <br> **When** the transaction commits <br> **Then** an audit entry is created with entity type, entity ID, action type, actor ID, UTC timestamp, before-state JSON, after-state JSON, and correlation ID, visible to Auditor, Chairman, and Secretary (**not** Administrator — SoD-5, ADR-0027 supersedes the FR-153 role clause).",FR-150,SL-009,Approved,,,,1,,,,"{""supersedes"": ""AC-017"", ""scope_change"": ""SC-013"", ""binding_basis"": ""SL-009's own objective names 'the hash-chained audit store'; verdict evidence is AuditAtomicityTests + AuditApiTests"", ""statement_is_byte_identical_to_AC-017"": ""the criterion is unchanged - only slice_id was added, which is why AC-017's verdict carries here"", ""title_repaired"": ""AC-017's stored title was truncated at 120 chars by the v2.3 import; this row carries a descriptive title instead of propagating the damage. The CRITERION lives in `statement`, which is unchanged.""}",
AC-096,"An audit row cannot be updated or deleted by anyone, including a DBA outside the app","**Given** an audit log entry exists in the database <br> **When** any party (a DBA acting outside the app, or any API call including Administrator) attempts to UPDATE or DELETE that row <br> **Then** the attempt fails via database constraint or application guard; no audit row is ever modified in normal operation.",FR-152,SL-009,Approved,,,,1,,,,"{""supersedes"": ""AC-018"", ""scope_change"": ""SC-013"", ""binding_basis"": ""SL-009's objective names the hash-chained audit store; verdict evidence is AuditEventEnrichmentTests + the no-setters/no-delete design"", ""statement_is_byte_identical_to_AC-018"": ""criterion unchanged; only slice_id added"", ""title_repaired"": ""AC-018's stored title was truncated at 120 chars by the v2.3 import""}",
AC-097,"The hash-chain integrity check reports all-valid, or names the first broken link and its entry","**Given** the audit log implements a hash-chain where each entry's hash covers its data plus the previous entry's hash <br> **When** the Auditor (or Chairman/Secretary; **not** Administrator — SoD-5, ADR-0027) runs the integrity check <br> **Then** the check reports all entries valid, or reports the first broken link and its entry ID if any entry was tampered with.",FR-152,SL-009,Approved,,,,1,,,,"{""supersedes"": ""AC-019"", ""scope_change"": ""SC-013"", ""binding_basis"": ""SL-009's objective names the hash-chained audit store; verdict evidence is AuditEventEnrichmentTests + AuditApiTests /api/audit/verify"", ""statement_is_byte_identical_to_AC-019"": ""criterion unchanged; only slice_id added"", ""title_repaired"": ""AC-019's stored title was truncated at 120 chars by the v2.3 import""}",
AC-098,"The audit register is searchable and paginated for an Auditor, and 403s for a Member or Submitter","**Given** an Auditor searches the audit log with filters entity_type=""Topic"", actor=""user-42"", date range ""2026-06-01..2026-06-30"" <br> **When** the search runs <br> **Then** paginated results show only matching entries with entity type, ID, action type, actor, and timestamp; a Member or Submitter running the same search receives HTTP 403.",FR-153,SL-009,Approved,,,,1,,,,"{""supersedes"": ""AC-020"", ""scope_change"": ""SC-013"", ""binding_basis"": ""SL-009's objective names the hash-chained audit store; verdict evidence is AuditApiTests role matrix on /api/audit"", ""statement_is_byte_identical_to_AC-020"": ""criterion unchanged; only slice_id added"", ""title_repaired"": ""AC-020's stored title was truncated at 120 chars by the v2.3 import""}",
AC-099,Switching EN to AR re-renders the whole interface in Arabic and loses no unsaved form data,"**Given** a user has an unsaved form with data and the interface is in English <br> **When** they switch the locale to Arabic <br> **Then** all labels, buttons, validation messages, and navigation render in Arabic and the form data is preserved exactly; no unsaved data is lost during the switch.",FR-003,SL-003,Approved,,,,1,,,,"{""supersedes"": ""AC-039"", ""scope_change"": ""SC-013"", ""binding_basis"": ""SL-003's objective names 'i18n EN/AR + right-to-left'"", ""statement_byte_identical"": true, ""title_repaired"": ""the predecessor's title was truncated at 120 chars by the v2.3 import; the criterion lives in `statement`, unchanged""}",
AC-100,"Arabic applies dir=rtl at the root and mirrors navigation, inputs and table column order","**Given** a user selects Arabic as their locale <br> **When** any page renders <br> **Then** `dir=""rtl""` is applied to the root, text flows right-to-left, navigation is mirrored, inputs are right-aligned, table columns order right-to-left, and no element uses a hardcoded LTR layout.",FR-004,SL-003,Approved,,,,1,,,,"{""supersedes"": ""AC-040"", ""scope_change"": ""SC-013"", ""binding_basis"": ""SL-003's objective names 'i18n EN/AR + right-to-left'"", ""statement_byte_identical"": true, ""title_repaired"": ""predecessor title truncated at 120 chars by the v2.3 import""}",
AC-101,No LTR flow artifacts are DETECTED under the Arabic locale on Chrome and Edge,"**Given** the Arabic locale is active <br> **When** a visual regression test captures every page <br> **Then** no LTR flow artifacts are detected (no left-anchored text blocks, misaligned icons, or cropped RTL text) on Chrome and Edge.",FR-004,SL-003,Superseded,superseded,SC-015,AC-108,1,1,,,"{""supersedes"": ""AC-041"", ""scope_change"": ""SC-013"", ""binding_basis"": ""SL-003's objective names 'i18n EN/AR + right-to-left' - NOT SL-019, where AC-041 merely appears in a release-audit progress entry; that is where it was assessed, not where it belongs"", ""statement_byte_identical"": true, ""carries_a_PARTIAL"": ""this is the ONE successor in SC-013 that does not carry a Met. AV-158 named two gaps: e2e/vr-sweep.spec.ts is CAPTURE-ONLY (no toHaveScreenshot, no baseline, NO assertion), and playwright.config.ts declares only a chromium project so Edge has never run. DEC-051 d2 settled the instrument: property-level detectors in the rtl-logical-css.test.ts style plus an Edge project - and e2e.yml installs chromium only, so adding Edge is not one line."", ""title_repaired"": ""predecessor title truncated at 120 chars by the v2.3 import""}",2026-08-15T23:02:52Z
AC-102,A dark-theme preference survives sign-out and is active on the next login,"**Given** a user sets their theme preference to ""dark"" <br> **When** they end the session and log in again <br> **Then** the dark theme is active without being set again.",FR-005,SL-003,Approved,,,,1,,,,"{""supersedes"": ""AC-042"", ""scope_change"": ""SC-013"", ""binding_basis"": ""SL-003's objective names the app shell and design tokens; ALSO journal-confirmed - the only progress entry citing AC-042 carries slice_id SL-003"", ""statement_byte_identical"": true, ""title_repaired"": ""predecessor title truncated at 120 chars by the v2.3 import""}",
AC-103,"Every control meets WCAG 2.2 AA for labelling, reading order in LTR and RTL, and contrast","**Given** any form field, label, button, or icon <br> **When** inspected for WCAG 2.2 AA compliance <br> **Then** every control has a programmatically associated label, every icon-only button has an `aria-label`, DOM reading order matches visual order in LTR and RTL, and contrast is at least 4.5:1 for normal text and 3:1 for large text.",FR-004,SL-003,Approved,,,,1,,,,"{""supersedes"": ""AC-046"", ""scope_change"": ""SC-013"", ""binding_basis"": ""SL-003's objective names the app shell, design tokens and RTL; the verdict evidence is an axe WCAG 2.2 AA render"", ""statement_byte_identical"": true, ""title_repaired"": ""predecessor title truncated at 120 chars by the v2.3 import""}",
AC-104,"In-app navigation away from a dirty form warns, and cancelling keeps the data intact","**Given** a user has unsaved changes to a form (topic edit, action update, MoM draft) <br> **When** they navigate away via browser back, nav menu, or route change <br> **Then** a confirmation prompt warns of unsaved changes and offers to leave without saving; confirming proceeds, cancelling keeps them on the form with data intact.",FR-015,SL-005,Approved,,,,1,,,,"{""supersedes"": ""AC-047"", ""scope_change"": ""SC-013"", ""binding_basis"": ""SL-005's objective is intake/triage/backlog; the verdict evidence is SubmitTopic.test (guard dialog on dirty nav), the same surface as AC-094"", ""statement_byte_identical"": true, ""sibling"": ""AC-094 (the beforeunload half); this row is the in-app useBlocker half"", ""title_repaired"": ""predecessor title truncated at 120 chars by the v2.3 import""}",
AC-105,An oversized or wrong-type attachment is rejected with a locale-aware error and stores nothing,"**Given** a user attempts to attach a file to a topic <br> **When** the file exceeds the maximum allowed size (configurable, default 50 MB) or has a disallowed MIME type <br> **Then** the system rejects the upload with a clear locale-aware error naming the violated constraint; no partial file is stored and the topic is unchanged.",FR-006,SL-005,Approved,,,,1,,,,"{""supersedes"": ""AC-049"", ""scope_change"": ""SC-013"", ""binding_basis"": ""SL-005's objective is topic intake; the verdict evidence is TopicAttachmentTests + SubmitTopic.test + e2e ac049-upload-l10n"", ""statement_byte_identical"": true, ""title_repaired"": ""predecessor title truncated at 120 chars by the v2.3 import""}",
AC-106,"A valid attachment stores its metadata in SQL, its content via IFileStore, and emits DocumentAttached","**Given** a valid file is uploaded to a topic <br> **When** the upload completes <br> **Then** the metadata (filename, size, MIME type, uploader ID, UTC timestamp, topic ID) is stored in SQL Server, the content is stored in MinIO via `IFileStore`, and a `DocumentAttached` audit event is emitted.",FR-006,SL-005,Approved,,,,1,,,,"{""supersedes"": ""AC-050"", ""scope_change"": ""SC-013"", ""binding_basis"": ""SL-005's objective is topic intake; the verdict evidence is TopicAttachmentTests plus a live POST to /{id}/attachments against real MinIO"", ""statement_byte_identical"": true, ""title_repaired"": ""predecessor title truncated at 120 chars by the v2.3 import""}",
AC-107,"The Job Monitor shows the queue, history and failed jobs, with reminder executions timestamped","**Given** ACMP is running in Docker Compose <br> **When** an Administrator opens the Hangfire dashboard <br> **Then** they see the job queue, history, and failed jobs; failed jobs retry per the configured policy and reminder and escalation executions are listed with timestamps.",FR-011,SL-008,Approved,,,,1,,,,"{""supersedes"": ""AC-056"", ""scope_change"": ""SC-013"", ""binding_basis"": ""SL-008's objective names 'the Job Monitor' EXPLICITLY - derived from the plan, not inferred; ALSO journal-confirmed, the only progress entry citing AC-056 carries slice_id SL-008"", ""statement_byte_identical"": true, ""title_repaired"": ""predecessor title truncated at 120 chars by the v2.3 import""}",
AC-108,"No physical left/right is encoded in the stylesheets, and the RTL surfaces pass on Chrome and Edge","**Given** the Arabic locale is active **When** the build runs **Then** NO physical left/right direction is encoded anywhere in the stylesheets — no `text-align: left|right`, no `float: left|right`, no physical margin/padding/border sides and no physical insets, each failure naming the file, the line and the logical property that replaces it — **and** the RTL/accessibility surfaces pass on BOTH Chrome and Edge. ⚠ NARROWED FROM AC-101 BY SC-015 UNDER DEC-054 d1. The original asked that 'no LTR flow artifacts are detected' when 'a visual regression test captures every page'. Two things made that unmeetable as written: 'cropped RTL text' is a rendering OUTCOME that JSDOM cannot see, and — decisively — the capture instrument it names is `.gitignore`d and has never run in CI (DEF-077, PR #57). This states what the pipeline genuinely enforces instead.",FR-004,SL-003,Approved,,,,1,,clarification,,"{""supersedes"": ""AC-101"", ""scope_change"": ""SC-015"", ""decision"": ""DEC-054 d1"", ""narrowed_from"": ""'no LTR flow artifacts are detected' via a page-capture sweep - a clause whose instrument is excluded from the repository (DEF-077)"", ""not_claimed"": ""cropped RTL text, and any artifact that only exists once a browser has laid the page out - those need a rendering instrument and JSDOM does not render"", ""verdict_history_note"": ""AC-101 and its predecessor AC-041 carry Partial verdicts (AV-041, AV-158, AV-172) that stay attached to those rows; this successor is judged on its own narrowed statement""}",
AC-109,"A Decided topic can be closed, and closing is refused from every other status","**Given** topic TOP-2026-011 has reached `Decided` <br> **When** the Secretary closes it <br> **Then** its status becomes `Closed`, a `TopicClosedEvent` is raised, and the transition is written to the topic's immutable history with the acting user attributed. <br> **And Given** a topic in any status other than `Decided` <br> **When** a close is attempted <br> **Then** it is refused and the status is unchanged — the refusal is asserted, not assumed, because a transition guard that is never exercised is indistinguishable from an absent one.",FR-160,,Approved,,,,1,,clarification,DEC-057 d2; SC-016,"{""scope_change"": ""SC-016"", ""decision"": ""DEC-057 d2"", ""why_the_negative_clause"": ""RequireStatus(Decided) already exists in Topic.Close; the second clause exists so the guard is MEASURED rather than trusted - the controls-must-detect-and-tell family""}",2026-08-17T19:10:32Z
AC-110,"A deferred topic returns to triage, and its recorded revisit date becomes actionable rather than decorative","**Given** topic TOP-2026-012 was deferred with reason ""awaiting vendor confirmation"" and a revisit date of 2026-09-01 <br> **When** the Secretary returns it to triage <br> **Then** its status becomes `Triage`, a `TopicTriagedEvent` is raised, the original deferral reason remains in the immutable history (FR-044), and the topic reappears in the triage queue. <br> **And Given** a topic that is not `Deferred` <br> **When** a return-to-triage is attempted <br> **Then** it is refused and the status is unchanged. <br> **And** the revisit date shown on the topic detail is reachable by an affordance in the UI — the gap this criterion exists to close is that `RevisitOn` was already displayed with no way to act on it.",FR-161,,Approved,,,,1,,clarification,DEC-057 d2; SC-016,"{""scope_change"": ""SC-016"", ""decision"": ""DEC-057 d2"", ""ui_clause_is_deliberate"": ""DW-015 shipped Topic Prepare BACKEND-ONLY and the core loop stayed broken for real users while every backend test passed; the third clause exists so this criterion cannot be met by an endpoint alone""}",2026-08-17T21:08:33Z
AC-111,A disabled member can be reactivated and can actually sign in again — including a guest the expiry sweep disabled,"**Given** Administrator Alice has deactivated member Bob, or the hourly guest-expiry sweep has disabled guest presenter Carol <br> **When** the Administrator reactivates that account <br> **Then** the member's status returns to `Active`, the action is audited with the acting Administrator attributed, and the member's historical votes, authorship and assignments remain intact and attributed (FR-020's guarantee is not disturbed). <br> **And Given** the reactivated account is a guest whose `AccessExpiresAt` is in the past <br> **When** they attempt to sign in after reactivation <br> **Then** they are **admitted** — proving the access window was explicitly set or cleared, not left stale. <br> ⚠ This second clause is the whole point: `PrincipalRevalidator` refuses an expired window **independently of status**, so a reactivation that flips only `Status` produces an Active-but-refused member, which reads as fixed and is not.",FR-162,,Approved,,,,1,,clarification,DEC-057 d1; SC-016; DEF-085,"{""scope_change"": ""SC-016"", ""decision"": ""DEC-057 d1"", ""discharges"": ""DEF-085"", ""the_trap_this_criterion_guards"": ""AC-090 was once unsatisfiable by construction because authorization was token-driven; the analogous trap here is asserting Status alone and calling it re-admission - the sign-in leg is what makes the verdict evidenced rather than narrated""}",2026-08-17T19:10:32Z
AC-112,A Closed or Rejected topic can be reopened with a recorded reason and re-enters triage,"**Given** topic TOP-2026-013 is `Rejected`, and topic TOP-2026-014 is `Closed` <br> **When** the Secretary reopens either one with the justification ""new regulatory guidance changes the assessment"" <br> **Then** the status becomes `Reopened`, the justification is recorded in the immutable history, a `TopicReopenedEvent` is raised, and the topic re-enters the triage workflow. <br> **And Given** a reopen attempted with an empty or whitespace-only justification <br> **When** it is submitted <br> **Then** it is refused — the reason is mandatory, matching the rejection/deferral rule in FR-044.",FR-045,,Approved,,,,1,,clarification,"DEC-057 d2; SC-016. Written against the EXISTING FR-045, which had no acceptance criterion.","{""scope_change"": ""SC-016"", ""decision"": ""DEC-057 d2"", ""why_this_one_exists"": ""FR-045 was Approved and traced to WBS-5.7 + TEST-018 but carried NO acceptance criterion. Per DW-029 a requirement advances to Implemented only via the AC auto-advance trigger, so FR-045 could be built perfectly and still sit at Approved forever. This AC is what keeps this work from adding a fourth row to the 162-requirement gap."", ""both_source_statuses"": ""Topic.Reopen accepts Rejected OR Closed; the criterion exercises BOTH because the Closed branch only becomes reachable once FR-160 lands""}",2026-08-17T19:10:32Z
